cid1,cid2
2678,83786
2678,87177
2678,91270
2678,93860
2678,104865
2678,110634
2678,110635
2678,119607
2678,123606
2678,123620
2678,123631
2678,124087
2678,125017
2678,125889
2678,130881
2678,131536
2678,148192
2678,148211
2678,150311
2678,151165
2678,152945
2678,154059
2678,156419
2678,160051
2678,163742
2678,170361
2678,197712
2678,213039
2678,216239
2678,216326
2678,443871
2678,444033
2678,504578
2678,667490
2678,1349907
2678,3002190
2678,3062316
2678,3081884
2678,3085017
2678,3468412
2678,4183806
2678,4475485
2678,5281104
2678,5282226
2678,5311027
2678,5311048
2678,5311181
2678,5311297
2678,5329102
2678,5353980
2678,5362070
2678,5381226
2678,5481350
2678,5487301
2678,5493381
2678,5493444
2678,6398525
2678,6398970
2678,6447131
2708,2907
2708,3310
2708,3367
2708,3440
2708,3446
2708,4075
2708,4594
2708,4894
2708,4900
2708,5978
2708,6691
2708,54454
2708,83786
2712,2764
2712,2771
2712,2802
2712,2803
2712,2806
2712,2895
2712,3003
2712,3016
2712,3062
2712,3075
2712,3121
2712,3158
2712,3222
2712,3325
2712,3345
2712,3348
2712,3386
2712,3393
2712,3405
2712,3440
2712,3446
2712,3488
2712,3639
2712,3658
2712,3672
2712,3746
2712,3878
2712,3883
2712,3937
2712,3958
2712,4091
2712,4168
2712,4171
2712,4205
2712,4253
2712,4543
2712,4585
2712,4594
2712,4635
2712,4691
2712,4748
2712,4873
2712,4889
2712,4900
2712,4927
2712,4946
2712,5002
2712,5039
2712,5073
2712,5090
2712,5203
2712,5267
2712,5391
2712,5514
2712,5650
2712,5656
2712,5732
2712,54454
2712,54688
2712,60854
2712,6398525
2713,2764
2713,2771
2713,2802
2713,2806
2713,2812
2713,2895
2713,2907
2713,3003
2713,3016
2713,3032
2713,3062
2713,3121
2713,3143
2713,3157
2713,3161
2713,3222
2713,3255
2713,3310
2713,3325
2713,3345
2713,3348
2713,3350
2713,3365
2713,3385
2713,3386
2713,3405
2713,3410
2713,3440
2713,3446
2713,3454
2713,3461
2713,3467
2713,3478
2713,3488
2713,3510
2713,3639
2713,3640
2713,3658
2713,3661
2713,3672
2713,3676
2713,3746
2713,3793
2713,3826
2713,3883
2713,3911
2713,3937
2713,3957
2713,3958
2713,3962
2713,4091
2713,4159
2713,4168
2713,4171
2713,4173
2713,4189
2713,4205
2713,4236
2713,4253
2713,4259
2713,4264
2713,4409
2713,4449
2713,4510
2713,4583
2713,4594
2713,4595
2713,4609
2713,4635
2713,4666
2713,4674
2713,4679
2713,4691
2713,4829
2713,4834
2713,4873
2713,4885
2713,4894
2713,4900
2713,4917
2713,4927
2713,4943
2713,5002
2713,5038
2713,5039
2713,5064
2713,5090
2713,5095
2713,5203
2713,5234
2713,5253
2713,5267
2713,5372
2713,5391
2713,5426
2713,5514
2713,5647
2713,5651
2713,5732
2713,6691
2713,8953
2713,10631
2713,38904
2713,54454
2713,54688
2713,60147
2713,60835
2713,62924
2713,68740
2713,71616
2713,77999
2713,83786
2713,87177
2713,110635
2713,123620
2713,147912
2713,3468412
2713,4475485
2713,5311048
2713,5487301
2713,6398525
2719,2907
2719,2909
2719,3405
2719,3440
2719,3652
2719,3883
2719,3899
2719,3937
2719,4112
2719,4594
2719,4894
2719,4900
2719,5353980
2720,2771
2720,2895
2720,3003
2720,3062
2720,3075
2720,3222
2720,3325
2720,3348
2720,3365
2720,3405
2720,3440
2720,3463
2720,3640
2720,3672
2720,3746
2720,3883
2720,3929
2720,3937
2720,3958
2720,4052
2720,4159
2720,4168
2720,4173
2720,4253
2720,4583
2720,4585
2720,4594
2720,4595
2720,4679
2720,4691
2720,4829
2720,4873
2720,4900
2720,5038
2720,5039
2720,5203
2720,5212
2720,5267
2720,5372
2720,5496
2720,5651
2720,5771
2720,6691
2720,54454
2720,62924
2720,83786
2720,125889
2720,3468412
2720,5487301
2725,2907
2725,3003
2725,3032
2725,3310
2725,3325
2725,3348
2725,3365
2725,3385
2725,3440
2725,3446
2725,3672
2725,3715
2725,3750
2725,3767
2725,3883
2725,4253
2725,4585
2725,4594
2725,4595
2725,4603
2725,4666
2725,4889
2725,4894
2725,4900
2725,5029
2725,5039
2725,5076
2725,5651
2725,5732
2725,5978
2725,38904
2725,83786
2726,2764
2726,2771
2726,2802
2726,2803
2726,2806
2726,2818
2726,2895
2726,2978
2726,3003
2726,3016
2726,3032
2726,3121
2726,3152
2726,3158
2726,3261
2726,3325
2726,3339
2726,3345
2726,3365
2726,3372
2726,3385
2726,3386
2726,3393
2726,3404
2726,3405
2726,3440
2726,3446
2726,3478
2726,3494
2726,3510
2726,3559
2726,3639
2726,3640
2726,3658
2726,3672
2726,3676
2726,3696
2726,3746
2726,3767
2726,3878
2726,3883
2726,3937
2726,3957
2726,3958
2726,3961
2726,4091
2726,4168
2726,4171
2726,4173
2726,4205
2726,4253
2726,4485
2726,4506
2726,4547
2726,4583
2726,4585
2726,4594
2726,4595
2726,4599
2726,4609
2726,4635
2726,4679
2726,4691
2726,4748
2726,4829
2726,4873
2726,4889
2726,4894
2726,4900
2726,4917
2726,4927
2726,4946
2726,4999
2726,5002
2726,5005
2726,5029
2726,5038
2726,5039
2726,5064
2726,5073
2726,5090
2726,5152
2726,5203
2726,5267
2726,5372
2726,5391
2726,5514
2726,5556
2726,5650
2726,5651
2726,5656
2726,5732
2726,5735
2726,6691
2726,19090
2726,28112
2726,41693
2726,54454
2726,54688
2726,60795
2726,60835
2726,60854
2726,62924
2726,83786
2726,87177
2726,170361
2726,3085017
2726,5311048
2726,5311297
2726,6398525
2727,2806
2727,3062
2727,3157
2727,3222
2727,3325
2727,3440
2727,3478
2727,3488
2727,3639
2727,3937
2727,3957
2727,4091
2727,4171
2727,4594
2727,4946
2727,5039
2727,5090
2727,5203
2727,5212
2727,5647
2727,6691
2727,54454
2727,60147
2727,62924
2727,77999
2732,2764
2732,2771
2732,2802
2732,2806
2732,2895
2732,3032
2732,3062
2732,3075
2732,3157
2732,3222
2732,3325
2732,3333
2732,3339
2732,3345
2732,3348
2732,3350
2732,3365
2732,3386
2732,3404
2732,3405
2732,3419
2732,3440
2732,3446
2732,3476
2732,3478
2732,3488
2732,3516
2732,3639
2732,3658
2732,3672
2732,3676
2732,3696
2732,3746
2732,3749
2732,3780
2732,3883
2732,3937
2732,3957
2732,3958
2732,3961
2732,3962
2732,4052
2732,4091
2732,4112
2732,4171
2732,4236
2732,4253
2732,4485
2732,4510
2732,4585
2732,4594
2732,4635
2732,4691
2732,4829
2732,4873
2732,4889
2732,4900
2732,4911
2732,4917
2732,4946
2732,5002
2732,5005
2732,5029
2732,5035
2732,5038
2732,5039
2732,5073
2732,5090
2732,5203
2732,5212
2732,5245
2732,5267
2732,5291
2732,5372
2732,5426
2732,5472
2732,5487
2732,5512
2732,5514
2732,5523
2732,5650
2732,5656
2732,5732
2732,5735
2732,6691
2732,9052
2732,54454
2732,60831
2732,62924
2732,77999
2732,83786
2732,87177
2732,110634
2732,123620
2732,125889
2732,130881
2732,150311
2732,5311297
2733,2764
2733,2771
2733,2802
2733,2806
2733,2895
2733,3062
2733,3161
2733,3345
2733,3405
2733,3440
2733,3446
2733,3559
2733,3639
2733,3672
2733,3715
2733,3883
2733,3937
2733,3957
2733,3958
2733,4107
2733,4594
2733,4635
2733,4691
2733,4900
2733,5039
2733,5073
2733,5090
2733,5203
2733,5245
2733,5487
2733,5523
2733,5732
2733,6691
2733,10631
2733,54454
2733,60835
2733,83786
2733,170361
2749,2764
2749,2786
2749,2806
2749,2812
2749,3003
2749,3161
2749,3249
2749,3255
2749,3339
2749,3345
2749,3348
2749,3365
2749,3405
2749,3440
2749,3446
2749,3639
2749,3640
2749,3652
2749,3672
2749,3883
2749,3899
2749,3937
2749,3957
2749,3958
2749,3961
2749,4052
2749,4091
2749,4112
2749,4168
2749,4171
2749,4173
2749,4236
2749,4259
2749,4510
2749,4547
2749,4583
2749,4594
2749,4595
2749,4603
2749,4635
2749,4679
2749,4691
2749,4900
2749,4917
2749,5039
2749,5073
2749,5090
2749,5203
2749,5245
2749,5291
2749,5402
2749,5408
2749,5523
2749,5538
2749,5544
2749,5656
2749,5732
2749,6691
2749,27661
2749,32797
2749,54454
2749,54688
2749,62924
2749,83786
2749,110634
2749,119607
2749,123620
2749,152945
2749,3081884
2749,3468412
2749,5311297
2749,5353980
2756,2764
2756,2771
2756,2802
2756,2803
2756,2806
2756,2812
2756,2891
2756,2895
2756,2907
2756,2909
2756,3003
2756,3016
2756,3032
2756,3062
2756,3075
2756,3108
2756,3121
2756,3143
2756,3148
2756,3157
2756,3158
2756,3161
2756,3222
2756,3255
2756,3308
2756,3310
2756,3325
2756,3333
2756,3339
2756,3345
2756,3348
2756,3365
2756,3367
2756,3385
2756,3386
2756,3403
2756,3405
2756,3419
2756,3440
2756,3446
2756,3461
2756,3463
2756,3476
2756,3478
2756,3488
2756,3510
2756,3516
2756,3639
2756,3640
2756,3652
2756,3658
2756,3661
2756,3672
2756,3715
2756,3746
2756,3750
2756,3767
2756,3780
2756,3825
2756,3869
2756,3877
2756,3883
2756,3890
2756,3899
2756,3928
2756,3937
2756,3954
2756,3957
2756,3958
2756,3961
2756,3962
2756,4034
2756,4044
2756,4052
2756,4058
2756,4075
2756,4091
2756,4107
2756,4112
2756,4159
2756,4168
2756,4171
2756,4173
2756,4200
2756,4205
2756,4236
2756,4253
2756,4264
2756,4411
2756,4485
2756,4509
2756,4510
2756,4513
2756,4583
2756,4585
2756,4594
2756,4595
2756,4599
2756,4609
2756,4635
2756,4666
2756,4674
2756,4679
2756,4691
2756,4828
2756,4829
2756,4834
2756,4873
2756,4889
2756,4894
2756,4900
2756,4917
2756,4920
2756,4927
2756,4943
2756,4946
2756,4999
2756,5002
2756,5005
2756,5029
2756,5038
2756,5039
2756,5064
2756,5073
2756,5076
2756,5090
2756,5095
2756,5152
2756,5203
2756,5234
2756,5245
2756,5267
2756,5352
2756,5358
2756,5376
2756,5391
2756,5514
2756,5523
2756,5538
2756,5544
2756,5556
2756,5645
2756,5650
2756,5651
2756,5656
2756,5719
2756,5732
2756,6691
2756,10631
2756,19090
2756,27661
2756,38904
2756,41781
2756,54454
2756,54688
2756,60147
2756,60831
2756,60835
2756,60865
2756,62924
2756,65999
2756,68740
2756,72054
2756,77999
2756,83786
2756,87177
2756,119607
2756,123620
2756,124087
2756,125889
2756,148211
2756,150311
2756,152945
2756,154059
2756,170361
2756,3085017
2756,4475485
2756,5311048
2756,5311297
2756,5329102
2756,5353980
2756,5381226
2756,6398525
2764,2771
2764,2786
2764,2802
2764,2803
2764,2806
2764,2812
2764,2818
2764,2891
2764,2895
2764,2907
2764,2909
2764,2955
2764,2978
2764,3003
2764,3007
2764,3016
2764,3032
2764,3040
2764,3042
2764,3043
2764,3062
2764,3075
2764,3108
2764,3121
2764,3143
2764,3148
2764,3152
2764,3157
2764,3158
2764,3161
2764,3203
2764,3222
2764,3249
2764,3255
2764,3261
2764,3279
2764,3308
2764,3310
2764,3324
2764,3325
2764,3333
2764,3339
2764,3345
2764,3348
2764,3350
2764,3355
2764,3365
2764,3367
2764,3373
2764,3379
2764,3382
2764,3385
2764,3386
2764,3393
2764,3394
2764,3403
2764,3404
2764,3405
2764,3410
2764,3414
2764,3419
2764,3440
2764,3446
2764,3449
2764,3454
2764,3461
2764,3463
2764,3467
2764,3476
2764,3478
2764,3488
2764,3494
2764,3510
2764,3516
2764,3559
2764,3639
2764,3640
2764,3642
2764,3648
2764,3652
2764,3657
2764,3658
2764,3661
2764,3672
2764,3676
2764,3690
2764,3696
2764,3702
2764,3706
2764,3715
2764,3746
2764,3749
2764,3750
2764,3767
2764,3780
2764,3793
2764,3821
2764,3823
2764,3825
2764,3826
2764,3869
2764,3877
2764,3878
2764,3883
2764,3890
2764,3899
2764,3902
2764,3911
2764,3928
2764,3929
2764,3937
2764,3954
2764,3957
2764,3958
2764,3961
2764,3962
2764,4034
2764,4044
2764,4046
2764,4052
2764,4053
2764,4054
2764,4058
2764,4075
2764,4091
2764,4095
2764,4107
2764,4112
2764,4158
2764,4159
2764,4168
2764,4170
2764,4171
2764,4173
2764,4189
2764,4192
2764,4200
2764,4201
2764,4205
2764,4212
2764,4236
2764,4253
2764,4259
2764,4264
2764,4409
2764,4411
2764,4440
2764,4449
2764,4463
2764,4473
2764,4485
2764,4506
2764,4509
2764,4510
2764,4513
2764,4539
2764,4542
2764,4543
2764,4547
2764,4583
2764,4585
2764,4594
2764,4595
2764,4599
2764,4601
2764,4603
2764,4607
2764,4609
2764,4614
2764,4616
2764,4634
2764,4635
2764,4645
2764,4666
2764,4674
2764,4679
2764,4691
2764,4730
2764,4740
2764,4745
2764,4771
2764,4812
2764,4819
2764,4828
2764,4829
2764,4834
2764,4845
2764,4856
2764,4873
2764,4885
2764,4889
2764,4894
2764,4900
2764,4909
2764,4911
2764,4917
2764,4920
2764,4927
2764,4943
2764,4946
2764,5002
2764,5005
2764,5029
2764,5035
2764,5038
2764,5039
2764,5040
2764,5064
2764,5073
2764,5076
2764,5077
2764,5078
2764,5090
2764,5095
2764,5152
2764,5155
2764,5184
2764,5203
2764,5210
2764,5212
2764,5234
2764,5245
2764,5253
2764,5267
2764,5291
2764,5297
2764,5352
2764,5358
2764,5372
2764,5376
2764,5379
2764,5391
2764,5394
2764,5401
2764,5402
2764,5408
2764,5412
2764,5426
2764,5453
2764,5454
2764,5472
2764,5478
2764,5487
2764,5496
2764,5512
2764,5514
2764,5523
2764,5533
2764,5538
2764,5544
2764,5556
2764,5578
2764,5593
2764,5596
2764,5645
2764,5647
2764,5650
2764,5651
2764,5656
2764,5672
2764,5717
2764,5719
2764,5726
2764,5731
2764,5732
2764,5735
2764,5746
2764,5978
2764,6691
2764,8953
2764,9052
2764,9433
2764,10631
2764,14888
2764,16231
2764,19090
2764,24486
2764,27661
2764,28112
2764,32797
2764,34312
2764,36339
2764,36811
2764,38904
2764,39765
2764,41693
2764,41774
2764,41781
2764,47725
2764,51263
2764,54374
2764,54454
2764,54547
2764,54688
2764,54786
2764,54808
2764,59708
2764,60147
2764,60164
2764,60184
2764,60198
2764,60612
2764,60696
2764,60754
2764,60787
2764,60795
2764,60831
2764,60835
2764,60843
2764,60852
2764,60854
2764,60865
2764,60953
2764,62924
2764,64147
2764,65999
2764,68740
2764,71329
2764,71616
2764,72054
2764,72467
2764,72938
2764,74989
2764,77999
2764,83786
2764,87177
2764,91270
2764,93860
2764,104741
2764,104865
2764,110634
2764,110635
2764,119182
2764,119607
2764,123620
2764,123631
2764,124087
2764,125017
2764,125889
2764,130881
2764,147912
2764,148192
2764,148211
2764,150311
2764,150610
2764,151165
2764,152945
2764,154059
2764,163742
2764,170361
2764,176168
2764,176870
2764,197712
2764,213039
2764,216239
2764,216326
2764,443871
2764,504578
2764,508230
2764,667490
2764,1349907
2764,3002190
2764,3062316
2764,3081884
2764,3085017
2764,3468412
2764,4183806
2764,4475485
2764,4659568
2764,5281007
2764,5281104
2764,5282044
2764,5282226
2764,5311027
2764,5311039
2764,5311048
2764,5311297
2764,5329102
2764,5353980
2764,5381226
2764,5481350
2764,5487301
2764,5493381
2764,6398525
2764,6398970
2764,6436173
2764,6447131
2771,2786
2771,2801
2771,2802
2771,2803
2771,2806
2771,2812
2771,2818
2771,2891
2771,2895
2771,2907
2771,2909
2771,2949
2771,2951
2771,2955
2771,2978
2771,3003
2771,3007
2771,3016
2771,3032
2771,3042
2771,3043
2771,3062
2771,3066
2771,3075
2771,3108
2771,3114
2771,3121
2771,3143
2771,3148
2771,3152
2771,3154
2771,3157
2771,3158
2771,3161
2771,3168
2771,3203
2771,3222
2771,3249
2771,3255
2771,3261
2771,3279
2771,3305
2771,3308
2771,3310
2771,3324
2771,3325
2771,3333
2771,3339
2771,3345
2771,3348
2771,3350
2771,3355
2771,3365
2771,3367
2771,3372
2771,3379
2771,3381
2771,3382
2771,3385
2771,3386
2771,3393
2771,3403
2771,3404
2771,3405
2771,3410
2771,3419
2771,3440
2771,3446
2771,3449
2771,3454
2771,3461
2771,3463
2771,3467
2771,3476
2771,3478
2771,3488
2771,3494
2771,3510
2771,3516
2771,3559
2771,3637
2771,3639
2771,3640
2771,3648
2771,3652
2771,3657
2771,3658
2771,3661
2771,3672
2771,3675
2771,3676
2771,3690
2771,3696
2771,3702
2771,3715
2771,3736
2771,3746
2771,3749
2771,3750
2771,3763
2771,3767
2771,3780
2771,3784
2771,3793
2771,3823
2771,3825
2771,3826
2771,3869
2771,3877
2771,3878
2771,3883
2771,3890
2771,3899
2771,3902
2771,3911
2771,3929
2771,3937
2771,3954
2771,3957
2771,3958
2771,3961
2771,3962
2771,3964
2771,4034
2771,4046
2771,4052
2771,4054
2771,4058
2771,4064
2771,4075
2771,4091
2771,4095
2771,4107
2771,4112
2771,4138
2771,4158
2771,4159
2771,4168
2771,4170
2771,4171
2771,4173
2771,4189
2771,4192
2771,4195
2771,4200
2771,4201
2771,4205
2771,4212
2771,4236
2771,4253
2771,4259
2771,4264
2771,4409
2771,4411
2771,4419
2771,4425
2771,4428
2771,4440
2771,4449
2771,4451
2771,4463
2771,4473
2771,4485
2771,4497
2771,4499
2771,4506
2771,4509
2771,4510
2771,4513
2771,4536
2771,4539
2771,4542
2771,4543
2771,4547
2771,4583
2771,4585
2771,4594
2771,4595
2771,4599
2771,4601
2771,4603
2771,4609
2771,4614
2771,4616
2771,4634
2771,4635
2771,4666
2771,4674
2771,4679
2771,4691
2771,4723
2771,4730
2771,4740
2771,4745
2771,4748
2771,4771
2771,4812
2771,4819
2771,4828
2771,4829
2771,4845
2771,4856
2771,4873
2771,4885
2771,4889
2771,4893
2771,4894
2771,4900
2771,4909
2771,4911
2771,4917
2771,4920
2771,4927
2771,4932
2771,4943
2771,4946
2771,4991
2771,4999
2771,5002
2771,5005
2771,5029
2771,5035
2771,5038
2771,5039
2771,5040
2771,5064
2771,5070
2771,5073
2771,5076
2771,5077
2771,5078
2771,5090
2771,5095
2771,5152
2771,5155
2771,5184
2771,5195
2771,5203
2771,5206
2771,5210
2771,5212
2771,5215
2771,5234
2771,5245
2771,5253
2771,5267
2771,5291
2771,5352
2771,5358
2771,5372
2771,5376
2771,5379
2771,5381
2771,5391
2771,5394
2771,5401
2771,5402
2771,5408
2771,5412
2771,5426
2771,5454
2771,5466
2771,5472
2771,5478
2771,5487
2771,5496
2771,5512
2771,5514
2771,5523
2771,5525
2771,5533
2771,5538
2771,5544
2771,5556
2771,5572
2771,5578
2771,5584
2771,5596
2771,5645
2771,5647
2771,5650
2771,5651
2771,5656
2771,5672
2771,5717
2771,5719
2771,5726
2771,5731
2771,5732
2771,5734
2771,5735
2771,5771
2771,5878
2771,5978
2771,6691
2771,8953
2771,9052
2771,9433
2771,10631
2771,12536
2771,14888
2771,16231
2771,19090
2771,24011
2771,24486
2771,27661
2771,27686
2771,27991
2771,28112
2771,32797
2771,34312
2771,36339
2771,38904
2771,39765
2771,39860
2771,40976
2771,41317
2771,41693
2771,41774
2771,41781
2771,47320
2771,47725
2771,54374
2771,54454
2771,54547
2771,54688
2771,54786
2771,54808
2771,54841
2771,56339
2771,56959
2771,57469
2771,57537
2771,59708
2771,60147
2771,60184
2771,60198
2771,60696
2771,60754
2771,60787
2771,60795
2771,60831
2771,60835
2771,60843
2771,60852
2771,60854
2771,60865
2771,60877
2771,60953
2771,62924
2771,64147
2771,65027
2771,65999
2771,68740
2771,68844
2771,71158
2771,71329
2771,71616
2771,72054
2771,74989
2771,77992
2771,77993
2771,77999
2771,83786
2771,87177
2771,91270
2771,93860
2771,104741
2771,104865
2771,110634
2771,110635
2771,115237
2771,119182
2771,119607
2771,122316
2771,123606
2771,123620
2771,123631
2771,124087
2771,125017
2771,125889
2771,130881
2771,131536
2771,148192
2771,148211
2771,150310
2771,150311
2771,150610
2771,151165
2771,152945
2771,154059
2771,156419
2771,160051
2771,163742
2771,170361
2771,176168
2771,176870
2771,197712
2771,213039
2771,216239
2771,216326
2771,443871
2771,444013
2771,444033
2771,504578
2771,508230
2771,657298
2771,667490
2771,1349907
2771,3002190
2771,3062316
2771,3081884
2771,3085017
2771,3468412
2771,4183806
2771,4475485
2771,4479097
2771,4659568
2771,5281007
2771,5281104
2771,5282226
2771,5311027
2771,5311039
2771,5311048
2771,5311181
2771,5311297
2771,5329102
2771,5353980
2771,5362070
2771,5381226
2771,5481350
2771,5487301
2771,5493381
2771,5493444
2771,6398525
2771,6398970
2771,6447131
2771,9571074
2786,2802
2786,2803
2786,2806
2786,2812
2786,2818
2786,2891
2786,2895
2786,2907
2786,2909
2786,2955
2786,3003
2786,3016
2786,3032
2786,3043
2786,3062
2786,3075
2786,3121
2786,3143
2786,3157
2786,3161
2786,3203
2786,3222
2786,3255
2786,3279
2786,3308
2786,3324
2786,3325
2786,3333
2786,3339
2786,3345
2786,3348
2786,3365
2786,3382
2786,3385
2786,3386
2786,3405
2786,3419
2786,3440
2786,3446
2786,3454
2786,3461
2786,3463
2786,3467
2786,3476
2786,3478
2786,3488
2786,3510
2786,3516
2786,3559
2786,3639
2786,3640
2786,3648
2786,3652
2786,3658
2786,3672
2786,3676
2786,3706
2786,3715
2786,3746
2786,3749
2786,3750
2786,3763
2786,3793
2786,3823
2786,3825
2786,3826
2786,3869
2786,3877
2786,3878
2786,3883
2786,3890
2786,3899
2786,3902
2786,3929
2786,3937
2786,3954
2786,3957
2786,3958
2786,3961
2786,3962
2786,4034
2786,4044
2786,4052
2786,4058
2786,4091
2786,4107
2786,4112
2786,4159
2786,4168
2786,4170
2786,4171
2786,4173
2786,4189
2786,4192
2786,4200
2786,4205
2786,4236
2786,4253
2786,4259
2786,4409
2786,4449
2786,4485
2786,4499
2786,4509
2786,4510
2786,4543
2786,4547
2786,4583
2786,4585
2786,4594
2786,4595
2786,4609
2786,4616
2786,4635
2786,4666
2786,4674
2786,4679
2786,4691
2786,4834
2786,4873
2786,4889
2786,4894
2786,4900
2786,4917
2786,4927
2786,4943
2786,4946
2786,4993
2786,5002
2786,5005
2786,5029
2786,5035
2786,5038
2786,5039
2786,5040
2786,5073
2786,5076
2786,5078
2786,5090
2786,5152
2786,5155
2786,5203
2786,5212
2786,5215
2786,5234
2786,5245
2786,5267
2786,5358
2786,5372
2786,5376
2786,5379
2786,5381
2786,5391
2786,5401
2786,5412
2786,5426
2786,5487
2786,5496
2786,5512
2786,5514
2786,5523
2786,5533
2786,5538
2786,5544
2786,5572
2786,5645
2786,5647
2786,5650
2786,5651
2786,5656
2786,5672
2786,5726
2786,5731
2786,5732
2786,5978
2786,6691
2786,8953
2786,10631
2786,14888
2786,19090
2786,27661
2786,28112
2786,32797
2786,36339
2786,38904
2786,39765
2786,41693
2786,41781
2786,54454
2786,54688
2786,59708
2786,60147
2786,60164
2786,60696
2786,60795
2786,60831
2786,60835
2786,60843
2786,60953
2786,62924
2786,68740
2786,71329
2786,71616
2786,77999
2786,83786
2786,87177
2786,119607
2786,123620
2786,123631
2786,124087
2786,125889
2786,148192
2786,150311
2786,150610
2786,176870
2786,3468412
2786,4475485
2786,5311039
2786,5311048
2786,5311297
2786,5381226
2786,5481350
2786,6398525
2786,6447131
2800,3032
2800,3386
2800,3440
2800,3672
2800,3878
2800,3902
2800,4091
2800,4594
2800,4691
2800,4894
2800,4920
2800,5358
2800,5408
2800,5538
2800,5656
2800,5735
2800,6691
2800,10631
2800,54688
2800,60795
2800,62924
2800,150311
2801,2802
2801,2806
2801,2818
2801,2891
2801,2907
2801,2909
2801,3003
2801,3016
2801,3032
2801,3062
2801,3066
2801,3121
2801,3143
2801,3152
2801,3325
2801,3333
2801,3339
2801,3345
2801,3348
2801,3350
2801,3367
2801,3385
2801,3386
2801,3404
2801,3440
2801,3446
2801,3461
2801,3476
2801,3488
2801,3559
2801,3639
2801,3658
2801,3672
2801,3696
2801,3746
2801,3825
2801,3878
2801,3883
2801,3899
2801,3914
2801,3937
2801,3954
2801,3958
2801,3961
2801,4054
2801,4091
2801,4112
2801,4158
2801,4171
2801,4173
2801,4205
2801,4236
2801,4253
2801,4506
2801,4510
2801,4543
2801,4583
2801,4585
2801,4594
2801,4595
2801,4616
2801,4634
2801,4635
2801,4666
2801,4679
2801,4691
2801,4829
2801,4873
2801,4889
2801,4894
2801,4900
2801,4927
2801,4946
2801,4999
2801,5002
2801,5029
2801,5038
2801,5039
2801,5073
2801,5090
2801,5095
2801,5203
2801,5212
2801,5291
2801,5372
2801,5376
2801,5454
2801,5523
2801,5556
2801,5572
2801,5650
2801,5651
2801,5656
2801,5732
2801,5978
2801,6691
2801,28112
2801,32797
2801,34312
2801,54454
2801,54841
2801,60184
2801,60795
2801,60854
2801,65999
2801,68740
2801,83786
2801,87177
2801,123620
2801,123631
2801,124087
2801,125889
2801,4475485
2801,4659568
2802,2803
2802,2806
2802,2812
2802,2818
2802,2891
2802,2895
2802,2907
2802,2909
2802,2951
2802,2955
2802,2978
2802,2995
2802,3003
2802,3007
2802,3016
2802,3032
2802,3042
2802,3043
2802,3062
2802,3066
2802,3075
2802,3108
2802,3121
2802,3143
2802,3152
2802,3154
2802,3157
2802,3158
2802,3161
2802,3168
2802,3203
2802,3222
2802,3249
2802,3255
2802,3261
2802,3279
2802,3291
2802,3308
2802,3310
2802,3324
2802,3325
2802,3333
2802,3339
2802,3345
2802,3348
2802,3350
2802,3355
2802,3365
2802,3367
2802,3372
2802,3373
2802,3379
2802,3381
2802,3382
2802,3385
2802,3386
2802,3393
2802,3394
2802,3403
2802,3404
2802,3405
2802,3410
2802,3419
2802,3440
2802,3446
2802,3449
2802,3454
2802,3461
2802,3463
2802,3467
2802,3476
2802,3478
2802,3488
2802,3510
2802,3516
2802,3559
2802,3639
2802,3640
2802,3648
2802,3652
2802,3658
2802,3661
2802,3672
2802,3675
2802,3676
2802,3690
2802,3696
2802,3702
2802,3715
2802,3746
2802,3749
2802,3750
2802,3763
2802,3780
2802,3784
2802,3793
2802,3823
2802,3825
2802,3826
2802,3869
2802,3877
2802,3878
2802,3883
2802,3890
2802,3899
2802,3902
2802,3911
2802,3914
2802,3929
2802,3937
2802,3954
2802,3957
2802,3958
2802,3961
2802,3962
2802,3964
2802,4034
2802,4052
2802,4053
2802,4054
2802,4058
2802,4064
2802,4075
2802,4091
2802,4095
2802,4107
2802,4112
2802,4158
2802,4159
2802,4168
2802,4170
2802,4171
2802,4173
2802,4178
2802,4192
2802,4200
2802,4205
2802,4212
2802,4236
2802,4253
2802,4259
2802,4264
2802,4409
2802,4411
2802,4428
2802,4440
2802,4449
2802,4451
2802,4463
2802,4473
2802,4485
2802,4506
2802,4509
2802,4510
2802,4513
2802,4539
2802,4542
2802,4543
2802,4547
2802,4583
2802,4585
2802,4594
2802,4595
2802,4599
2802,4601
2802,4603
2802,4609
2802,4614
2802,4616
2802,4634
2802,4635
2802,4666
2802,4674
2802,4679
2802,4691
2802,4723
2802,4740
2802,4745
2802,4748
2802,4771
2802,4812
2802,4819
2802,4829
2802,4845
2802,4856
2802,4873
2802,4885
2802,4889
2802,4894
2802,4900
2802,4909
2802,4917
2802,4920
2802,4927
2802,4943
2802,4946
2802,4999
2802,5002
2802,5005
2802,5029
2802,5035
2802,5038
2802,5039
2802,5040
2802,5064
2802,5073
2802,5076
2802,5077
2802,5078
2802,5090
2802,5095
2802,5152
2802,5155
2802,5184
2802,5195
2802,5203
2802,5206
2802,5210
2802,5212
2802,5215
2802,5234
2802,5245
2802,5253
2802,5267
2802,5291
2802,5352
2802,5358
2802,5372
2802,5376
2802,5379
2802,5391
2802,5394
2802,5401
2802,5402
2802,5408
2802,5412
2802,5426
2802,5453
2802,5454
2802,5466
2802,5472
2802,5478
2802,5487
2802,5496
2802,5512
2802,5514
2802,5523
2802,5525
2802,5530
2802,5533
2802,5538
2802,5544
2802,5556
